ID,BSW14,CDT8,CG1,CM10561,CM10562,CM10563,CM11764,CM12785,CM12786,CM15246,CM16483,CM16495,CM21,CM2748,CM2794,CM2822,CM2980,CM2988,CM2991,CM3542,CM3543,CM3642,CM3643,CM3644,CM3651,CM3652,CM3660,CM3661,CM3662,CM3663,CM3713,CM3792,CM3793,CM3795,CM3877,CM6523,CM6539,CM6540,CM6541,CM6565,CM674,CM675,CM860,CM861,CM862,CM933,CM952,CM966,CM967,EA2,G13,G23,G27,G34,G41,J10471,J11098,J11443,J13235,J13244,J15870,J15888,J16158,J16458,J16535,J16543,J17400,J17401,J17402,J17403,J17406,J17407,J17410,J20265,J3716,J3810,J5030,J7727,JM100,JM108,JM11445,JM134,JM1420,JM14415,JM14417,JM14447,JM14448,JM14452,JM145,JM146,JM149,JM15025,JM15026,JM151,JM152,JM153,JM154,JM15445,JM155,JM156,JM157,JM158,JM1596,JM1597,JM1598,JM1600,JM1601,JM163,JM165,JM166,JM167,JM168,JM170,JM18590,JM187,JM188,JM1912,JM1913,JM19746,JM19749,JM19750,JM19751,JM19756,JM19758,JM200,JM205,JM20761,JM210,JM21268,JM21269,JM21271,JM213,JM21357,JM21530,JM21536,JM2205,JM24,JM2935,JM37,JM3944,JM4432,JM47,JM86,JM88,JM89,JM91,JM92,JM93,JM95,JM96,JM97,JM99
"X CUR LM38 to LM40, along most posterior ridge of maxillary (1) 1",6.889549255,7.638647461,8.609064484,2.999890518,4.567972183,4.221455765,-4.071702957,-1.930916405,-0.388571024,10.21867371,-3.500516129,4.25099411,5.205588531,0.477817297,-1.338535118,5.739426422,4.304623413,4.572673416,5.16222496,5.41516571,-5.219406509,0.801410103,7.326893616,4.983125687,-2.286396408,-4.54594841,1.600940704,4.214980316,-1.80137043,-2.800226212,5.423900986,,1.383300114,-1.287748814,-2.571483612,0.073098165,-3.283788681,5.252406693,-3.564591217,-1.442103386,,,5.413476944,3.835108185,,,0.741798735,,,5.192729568,6.150037766,6.624713135,7.757347107,7.032164001,7.023735809,-7.216674042,11.89437256,0.859199238,2.37914505,10.37494659,10.47098007,9.582962799,5.70630455,-6.786540222,12.03671494,10.49493103,9.103572083,10.98702698,7.448344421,10.4273262,6.032619095,-4.816932297,1.024497604,11.65916977,7.24748764,8.019396973,7.145098114,7.121343231,0.831645012,11.79320602,0.852936554,10.97262726,10.77431335,10.93513031,11.12996521,8.862004089,10.01849442,9.538444519,0.519980049,7.198365784,12.10416946,7.810137177,7.899784851,0.529680824,-6.112932587,10.11340485,-1.543687153,7.734740448,11.55184784,11.25903625,10.58872375,10.52714539,10.29137497,2.429536629,-4.952642822,0.575987053,8.044226074,-8.834144592,10.37465439,11.21110229,11.41836548,10.18898468,11.19541855,7.152561188,12.39453278,-2.41724472,10.88852539,-0.863592815,8.708260345,6.540692139,4.294584656,1.574042892,7.055137634,8.747393036,10.06793594,10.29762878,6.394978714,11.7456131,7.26211853,7.490814972,8.520832062,10.92974625,7.723641205,6.997489929,7.914831543,8.127533722,0.239264584,-4.717615891,-6.519957733,9.145669556,6.111291122,10.75633087,11.28517532,-10.81742401,1.066186428,11.2821228,10.35878754,11.19411469,12.21826096,9.156002045,11.3435791,7.808359528
"Y CUR LM38 to LM40, along most posterior ridge of maxillary (1) 1",-6.603338623,-6.713900757,-6.12648201,-2.972653198,-3.326400375,-2.88855381,-2.500129509,-4.533537292,-8.113703156,-9.811503601,-6.480386353,-2.500020027,-3.032363701,-7.411959076,-7.715211487,-4.15273056,-4.600711441,-3.88380928,-2.733893967,-3.994330215,-2.555731392,-5.401273346,-4.629366302,-3.957627106,-2.950681877,-2.645911789,-5.444488907,-3.547058868,-3.24361496,-7.099494171,-4.168639755,,-7.518536377,-12.80131989,-3.779988861,-7.296416473,-2.164984894,-3.438582993,-3.237800598,-2.0695961,,,-3.093735123,-3.327201462,,,-7.010863495,,,-5.434529495,-6.183392715,-6.062729263,-5.678158569,-6.002258682,-6.56832428,-15.60259552,-4.675794601,-8.669207764,-19.19268646,-4.282302856,-4.429739761,-4.384106827,-6.719536591,-14.02845917,-4.179557037,-4.760076904,-6.121701813,-5.293479919,-6.87121048,-4.568902588,-6.694644928,-15.74606476,-7.502799988,-4.340907288,-5.891881943,-5.857291412,-6.640254974,-7.014459991,-7.295121765,-4.649929428,-7.778138733,-4.777408981,-5.068529129,-4.644226074,-3.918558502,-6.506591797,-6.566815186,-6.591493988,-7.271326447,-6.782311249,-4.936804199,-7.365817261,-6.117746735,-7.465575409,-13.98960266,-4.850685883,-6.784532166,-6.202460861,-3.836055756,-5.355044937,-4.548504257,-4.857901764,-4.349421692,-6.457237244,-16.38195038,-8.337228394,-5.959791565,-10.60970993,-4.355179214,-4.642427063,-4.265737915,-5.435937119,-4.148747635,-6.779042816,-4.981042099,-15.70658417,-4.678837204,-7.244568634,-6.718635559,-6.306865692,-2.596091843,-16.22812805,-6.285276413,-5.896192551,-5.438301086,-4.796730804,-6.461166382,-4.628601837,-6.856700897,-6.044614029,-5.701689529,-4.000676346,-6.072764969,-7.4657547,-6.843282318,-6.134670258,-7.790071106,-13.34483032,-14.61663361,-6.520145416,-6.546733856,-4.743862915,-5.07262764,-7.854606628,-6.776952362,-4.78710556,-5.068294144,-4.898275375,-5.01163063,-4.135103989,-4.239933777,-6.810333252
"Z CUR LM38 to LM40, along most posterior ridge of maxillary (1) 1",-14.4880661,-15.22918854,-15.62139282,-17.90307922,-17.90541382,-18.3612381,-13.01693726,-14.13440247,-6.805792999,-15.18295288,-7.149262238,-17.60073547,-17.21903534,-6.162446213,-6.032048798,-17.68251953,-16.67022247,-17.6996109,-19.14570007,-18.96277924,-12.24647141,-14.28865662,-15.79405365,-16.64539337,-12.87671204,-13.26959686,-15.64311829,-16.54596405,-12.75361023,-6.962850189,-17.65778961,,-11.60287018,-19.31247711,-13.62097168,-6.705648041,-14.36232452,-16.63671265,-12.31655197,-14.10800629,,,-17.11529846,-16.56089172,,,-6.264474869,,,-16.6505188,-15.51797791,-15.67384338,-15.88742828,-15.52693481,-14.97863007,-16.5902298,-17.41046143,-10.7338562,-18.00916901,-18.45554962,-18.13262634,-18.19452057,-14.85187836,-19.23183441,-18.31600342,-17.70951996,-15.48898926,-16.43599854,-14.37318115,-17.93934326,-14.24225464,-20.04557648,-11.2205307,-18.17905579,-15.90319366,-16.0839798,-15.10245819,-14.26318207,-12.69695282,-17.46395416,-11.30058365,-17.69365387,-16.96234589,-17.94479675,-19.12362823,-14.96029968,-14.84308319,-14.83799744,-13.15540771,-14.64587402,-17.56408844,-16.94463043,-15.17758331,-12.41059799,-19.47003479,-18.13683472,-13.95600128,-15.40138245,-19.14312897,-16.84942627,-18.00014648,-17.48708191,-18.57024384,-15.73224487,-12.97407532,-10.1207756,-15.43148041,-7.001702118,-18.9547287,-17.72765656,-18.71944733,-17.48567352,-18.40628052,-14.39939423,-16.67002106,-12.42696915,-18.02439728,-13.32551422,-17.7884491,-14.94524689,-16.96303711,-2.355675316,-15.1402832,-15.15488129,-16.35424042,-17.76737518,-14.74762421,-17.57448578,-14.61300049,-15.43139954,-15.69442291,-19.0610611,-15.38628845,-19.60402069,-13.9880249,-15.54133911,-13.05937042,-15.98786011,-17.58815918,-14.84709015,-14.35155487,-17.61430511,-17.03616943,-12.36646423,-13.76682129,-17.55982513,-17.15507965,-17.20611572,-17.19536133,-18.86796417,-18.41912537,-14.42168884
"X CUR LM31 to LM32, distal width of infraorbital foramen (1)",11.12294998,12.45849762,12.91862335,0.31723361,1.707283974,1.006940651,-8.582993317,-6.573610687,3.995973587,12.92106018,0.571537733,0.878007317,1.952745247,5.077425766,3.045466614,2.972207832,1.744101143,1.445017719,2.032320595,1.827823639,-9.697090149,-0.751947832,4.125597382,1.7241045,-6.946051788,-9.08510437,5.703844833,0.516221905,-6.850711823,2.189723778,2.070356941,,4.555555725,-4.791127777,-6.614051819,4.767655563,-8.15184021,1.834354401,-8.240209198,-6.350140762,,,2.157631683,0.077760619,,,5.082518005,,,9.392601013,10.4380928,11.13586044,11.99764099,11.47601471,11.2280838,-8.618253326,11.09676971,1.089082336,1.994222069,9.798207092,9.89532547,9.058371735,10.626577,-7.338758087,11.62108459,10.0931633,13.65427551,10.87090454,11.67399902,10.17613831,10.43251801,-0.375512385,1.284381104,11.48945541,11.65551453,12.46976471,11.3727829,11.6539505,0.704901266,11.63979568,0.66124649,10.29248276,10.20508652,10.4328331,10.875811,13.34688721,14.34800873,13.94154205,0.566874075,11.86706467,12.17617493,12.13539276,12.3310585,0.574431658,-7.199514008,9.751390839,-1.450967598,12.40628357,11.99921722,11.00606842,10.22054367,9.525839233,10.02954788,7.155296326,-9.877934265,1.018605518,12.0668663,-8.816889954,9.920981598,10.99615784,11.27668839,10.00197144,10.63110275,11.92837753,12.64719238,-6.724908447,10.87187042,-1.216143036,13.48398438,11.05865021,8.955865479,-2.778063583,11.66726837,13.25977631,9.920581818,9.917340851,10.61678314,11.52762756,12.0764328,12.23431091,12.79463577,10.45583878,12.05240555,11.49877853,12.21954269,12.60724335,0.481814861,-8.939750671,-7.548298645,13.8558609,10.61946945,10.65918121,10.93716049,-11.2470459,1.160402012,11.40391693,10.16291275,11.02328186,12.03807755,8.962599182,10.98905258,12.48278809
"Y CUR LM31 to LM32, distal width of infraorbital foramen (1)",-7.591444397,-7.376008606,-6.753011322,-1.957494164,-2.13386116,-1.802048683,-3.544912338,-5.90833931,-8.868613434,-10.72819214,-7.371672821,-1.793081856,-1.759924126,-8.102046967,-8.098138428,-3.265909576,-3.710608292,-2.822734451,-1.90598774,-3.589912033,-4.209959793,-3.29883461,-3.327122879,-2.99258976,-3.389391708,-3.506044388,-4.531886292,-2.390016365,-4.130564499,-7.74809494,-3.362184525,,-9.878852081,-10.11299591,-5.120286942,-8.197116852,-3.295562744,-2.347133636,-4.076719284,-3.102142906,,,-1.889544106,-2.52209301,,,-7.610916901,,,-6.299511719,-6.945191956,-6.571427155,-6.317721939,-6.487996674,-7.103831482,-12.79193497,-3.73741684,-6.891377258,-17.71764526,-2.608662987,-3.031482315,-3.198162079,-7.820940399,-10.74182587,-2.835959625,-3.325245285,-6.414602661,-3.743896484,-7.593601227,-3.090305328,-7.749227905,-17.0871521,-6.391465378,-3.010502052,-6.770584106,-6.799601746,-7.280802917,-7.755835724,-5.728621292,-3.200608063,-6.166264725,-3.207342529,-3.553299713,-3.05294342,-2.298292732,-7.002246857,-7.223758698,-6.989019012,-5.849660873,-7.344824219,-3.274982071,-7.515264893,-6.836502075,-5.982536316,-10.91483307,-3.240342712,-5.267973328,-6.300790024,-2.289562607,-3.598497772,-2.726382446,-3.282646561,-2.913991547,-6.038229752,-15.94359283,-7.129801941,-6.834365845,-13.83352203,-2.965924454,-2.922374153,-2.815820885,-3.923653793,-2.847509193,-7.884631348,-3.578256607,-15.03864899,-3.372579193,-5.758293915,-7.842446899,-7.229891205,-2.242233658,-14.36089478,-7.014317322,-6.471413422,-4.212607193,-3.04673996,-6.920822144,-2.951322365,-8.191404724,-6.777876282,-6.404439545,-2.347041512,-6.74994278,-7.795876312,-7.285187531,-6.383800507,-6.110549545,-12.75182877,-11.53229828,-7.276441956,-7.237650299,-3.117235565,-3.355795288,-11.32686539,-5.340163803,-3.110017586,-3.698760605,-3.457356262,-3.248472214,-2.587714577,-2.643166351,-7.358769226
"Z CUR LM31 to LM32, distal width of infraorbital foramen (1)",-15.09805298,-15.74099884,-16.88238068,-21.27630005,-21.20262146,-21.68131866,-13.27902832,-14.18173523,-7.722737885,-11.48938828,-7.668348694,-20.91527405,-20.43290253,-6.390277481,-6.537657166,-20.98981934,-19.87360077,-21.35528107,-22.56669006,-21.88447876,-12.74328918,-17.89998779,-18.97926636,-19.7550354,-13.50667267,-14.00052795,-13.16752167,-19.78773804,-13.15061798,-7.584446716,-20.85892334,,-9.239040375,-21.50686493,-13.45328979,-7.285468292,-14.84094238,-20.0993515,-13.11702881,-14.18913574,,,-20.4571106,-19.65697632,,,-6.823616028,,,-17.33885956,-16.70326385,-16.52193298,-16.58962708,-16.58086395,-15.89199829,-20.19782867,-22.08088379,-15.07827301,-22.46821136,-22.60172882,-22.78461914,-22.46556396,-15.32314911,-22.59697113,-22.64333496,-21.7116394,-16.78299866,-20.97465515,-15.29807129,-22.07323608,-15.09860382,-20.43586426,-15.44337921,-23.00590668,-16.37697754,-16.39469757,-16.29113617,-14.97700195,-17.56361847,-22.05054169,-16.17922668,-22.27269592,-21.73366547,-22.36580353,-23.77752838,-16.12405701,-15.65052948,-15.59534149,-17.40777435,-15.20438538,-22.03536682,-17.80412903,-15.88856354,-17.13330231,-23.02023468,-22.67458649,-18.44911804,-16.49866638,-23.4814682,-21.33743439,-23.03864288,-22.08930969,-22.99165649,-14.3388916,-11.71277542,-14.83153687,-15.84438477,-3.522344208,-23.56517181,-22.59056549,-23.02362671,-22.31737366,-22.96850891,-15.0799469,-21.32922211,-10.67741852,-22.33951263,-17.96079712,-17.15426636,-15.96401672,-16.24915009,-3.063231659,-16.39698639,-16.4882309,-20.58075409,-22.25246124,-15.97806091,-22.01636047,-15.32528534,-16.19308929,-16.64008179,-23.42657928,-15.7534256,-21.16823883,-14.93350067,-16.92235565,-17.10404663,-14.3503952,-20.88859711,-15.64599762,-15.31326752,-22.06622314,-21.41326447,-9.066828156,-18.14985504,-22.04992218,-21.87912292,-21.83099213,-22.07216187,-23.3449585,-23.09662018,-15.5782486
"X CUR LM32 to LM31, proximal width of infraorbital foramen (1)",11.56174469,12.72606659,12.97046967,-0.292433834,1.079675102,0.421251392,-8.847901154,-6.655295563,4.495173645,12.48905182,0.969018364,0.259067106,1.268679237,5.265948105,3.213566589,2.434343338,1.199859524,0.906184864,1.488486576,1.171362591,-9.725857544,-1.056252384,3.360245514,1.14323864,-7.251463318,-9.35047226,5.814742279,-0.077306074,-7.006520844,2.60673027,1.379549122,,5.148582077,-4.894045258,-6.69379425,5.30112915,-8.433609009,1.29146986,-8.299395752,-6.569457245,,,1.567699432,-0.488162374,,,5.532135391,,,9.630203247,10.81824493,11.19155121,12.27517776,11.75370331,11.33007431,-8.540171814,10.71276016,0.568296576,1.140055943,9.050279236,9.246098328,8.510274506,11.16471634,-7.217932129,11.04608078,9.363811493,13.89211578,10.22085495,11.92133942,9.580938721,10.77307892,0.180269492,1.011627674,10.8639328,12.04865265,12.68696671,11.41864395,11.83874588,0.192164028,10.98201904,0.224204731,9.611127472,9.75639267,9.678224182,10.24276733,13.49640198,14.55281219,14.04965515,0.099766481,12.27110672,11.51903305,12.42480774,12.50678253,0.012115147,-7.242979431,9.057804871,-2.039599037,12.58863373,11.35375671,10.27139282,9.647694397,9.010779572,9.283089447,7.408663177,-10.25117569,0.33240571,12.36726837,-8.290899658,9.256590271,10.46374588,10.66978378,9.299226379,10.00143967,12.10453873,12.01802597,-6.959194946,10.16536713,-1.843680763,13.83960114,11.31490784,9.469297028,-3.192243767,11.94365616,13.36805115,9.330561829,9.244873047,10.8332634,10.94935303,12.3739296,12.7810051,13.31734619,9.749049377,12.34530411,11.78682556,12.23681793,12.60999527,-0.169749045,-8.932103729,-7.586556244,14.09559326,10.87652359,10.03179169,10.28223648,-10.70167694,0.569393873,10.778965,9.58885498,10.41784515,11.47283707,8.349173737,10.31391907,12.65964584
"Y CUR LM32 to LM31, proximal width of infraorbital foramen (1)",-7.969254303,-7.374600983,-6.870013428,-2.498804474,-2.678772736,-2.236073685,-4.383355331,-6.578881836,-9.158491516,-10.67333679,-7.561326599,-2.232656288,-2.476851845,-8.190834045,-8.141539001,-3.880885315,-4.380818558,-3.403392029,-2.608978653,-4.191480637,-5.238985062,-3.882411957,-3.922584152,-3.524396515,-4.139309311,-4.36442337,-4.747911835,-3.090971375,-5.003886795,-7.751623535,-3.931489182,,-10.25126572,-9.333090973,-5.87882576,-8.389138031,-4.045212555,-3.023323822,-4.923745346,-3.982069778,,,-2.390378952,-3.137610245,,,-7.847416687,,,-6.281657028,-7.177127075,-6.673847198,-6.395579529,-6.619411469,-7.303566742,-11.97405014,-3.527244186,-7.142854309,-17.40574188,-2.869374657,-3.458510971,-3.531655502,-8.110260773,-10.00352936,-3.169099998,-3.685374069,-6.488436127,-4.101721954,-7.660806274,-3.347241592,-7.807806396,-17.1341156,-6.564081573,-3.422207642,-6.849479675,-6.823633575,-7.372505951,-7.809520721,-6.087828064,-3.615370941,-6.349126053,-3.553927612,-3.77306633,-3.423143005,-2.687142563,-7.107728577,-7.340209961,-7.132206726,-6.113737488,-7.484109497,-3.612462616,-7.231188202,-6.927600861,-6.283735657,-10.28866501,-3.61415329,-5.494318008,-6.237599945,-2.691196442,-4.005595016,-3.035532761,-3.695738602,-3.342814255,-6.68342514,-15.04333191,-7.554374695,-6.979406738,-14.51365662,-3.319191742,-3.23798027,-3.105838013,-4.128319168,-3.219931793,-7.944425964,-3.82517662,-14.24539337,-3.700916672,-6.083629227,-8.244858551,-7.397989655,-2.888104057,-13.70343781,-7.174467468,-6.530432129,-4.478951263,-3.336323547,-7.145034027,-3.319456482,-8.371936035,-7.065808105,-6.625449371,-2.730475044,-6.909307098,-7.955879211,-7.446038818,-6.424002838,-6.416161346,-12.11374588,-10.80792084,-7.467676544,-7.210629272,-3.42103157,-3.711977768,-12.06518936,-5.724015808,-3.408335495,-4.03363266,-3.809866333,-3.551276398,-2.931359482,-3.050834465,-7.529779816
"Z CUR LM32 to LM31, proximal width of infraorbital foramen (1)",-15.98149719,-16.56056061,-17.63268585,-21.55926361,-21.32915192,-22.01345215,-13.17482147,-13.81941681,-8.548412323,-10.6123436,-8.441708374,-21.15268097,-20.36124878,-7.134548187,-7.321909332,-21.10061951,-19.91222992,-21.44065552,-22.76444244,-21.72005768,-12.57336502,-18.33614349,-19.14079132,-19.73501892,-13.34774933,-13.84278412,-12.28626022,-19.93423462,-12.88594513,-8.524347687,-21.30406952,,-9.575387573,-21.15984955,-13.08624268,-8.021220398,-14.49839783,-20.22878876,-12.77822571,-13.96257782,,,-20.68166504,-19.76795197,,,-7.690228271,,,-18.22282715,-17.48635101,-17.39216461,-17.39191437,-17.38408356,-16.7049881,-20.00444794,-22.08505554,-15.67276154,-22.65080414,-23.09344788,-23.09345398,-22.84697723,-15.88340912,-22.39815521,-23.47170563,-22.41093597,-17.58418121,-21.40673523,-16.08645172,-22.46290436,-15.8853241,-21.07822876,-16.12633972,-23.38075409,-17.28945618,-17.09273987,-17.10848083,-15.67980804,-17.98189697,-22.53096008,-16.67590179,-22.55203247,-22.13580475,-22.77338409,-24.27404633,-17.12792511,-16.54986572,-16.47318573,-17.94657898,-16.00751495,-22.74201813,-18.57235718,-16.6292099,-17.76598511,-22.98948822,-23.267276,-19.0833374,-17.37148895,-23.93175659,-21.79754333,-23.37882843,-22.36036224,-23.49615936,-13.7381546,-11.27466278,-15.2493042,-16.72565155,-3.457765579,-24.01525269,-23.12666168,-23.66492157,-22.76613617,-23.4792038,-15.939151,-21.90130615,-10.29373703,-23.05733643,-18.32661133,-17.91955719,-16.78318329,-16.54267273,-3.788599014,-17.31939545,-17.32027283,-21.16139832,-22.65188141,-16.84021454,-22.54117126,-16.29301453,-17.06858826,-17.56199493,-23.84485779,-16.54541779,-21.87281189,-15.84666748,-17.79390717,-17.82045746,-13.84815216,-20.71643677,-16.40272217,-16.16977539,-22.68619385,-22.1586441,-9.171612549,-18.94923401,-22.47211761,-22.4118576,-22.42281952,-22.59153442,-23.86041718,-23.5317276,-16.38574371
"X CUR LM35 to LM36, ventral width of antero-ventral lacrimal foramen (1)",9.407218933,10.58933334,11.38111954,1.911953545,3.244410324,2.625239754,-6.998719788,-5.018409729,2.592717361,12.17781982,-0.529127979,2.589498901,3.280875397,3.454570389,1.568641949,4.405445862,3.385408401,3.554585266,4.041783142,3.239864349,-8.178975677,0.924303246,5.600594711,3.1673666,-5.619810867,-7.427741241,3.734049606,2.422192574,-5.293291855,0.495902491,4.068388748,,3.14961586,-4.61662178,-5.255184174,2.859470558,-6.459233093,3.748698044,-6.461823273,-5.126133347,,,4.025169754,2.120220947,,,3.953356552,,,7.867377472,8.873271179,9.509909821,10.27583618,10.05970917,9.744694519,-9.687555695,12.56084747,1.84949646,1.362673378,10.65894775,11.04562988,9.968161774,8.615516663,-9.555026245,12.66868591,11.11469803,12.07929459,11.75410767,10.09527893,10.97705383,8.668156433,-2.665279388,2.22611351,12.75351105,9.731024933,10.20566025,9.853935242,9.909563446,1.84323082,12.62359924,1.915844727,11.26614914,11.23143005,11.59367981,12.00628891,11.38679504,12.49123535,12.58264313,1.439093399,9.779702759,13.11289825,10.34010086,10.93044281,1.627812767,-8.999376678,10.79949417,-0.741819096,10.55493317,13.06233978,12.05134583,11.51256714,10.71864243,11.06516647,5.043483353,-7.412759399,1.881586647,10.42263107,-9.887723541,11.015242,12.0615593,12.3195343,10.67016068,11.9223526,9.977603149,13.28476868,-4.816313934,11.69701767,-0.146056616,11.31456223,9.234929657,7.615309143,-0.67673521,9.750684357,11.45468292,10.79187622,10.97594452,9.168802643,12.61591034,9.779938507,10.3608902,11.22487259,11.63899384,10.37197952,9.879772186,10.77829132,10.97047119,1.248102093,-7.483963776,-8.901576996,11.80850449,9.004753113,11.4848877,11.75503922,-12.05680542,1.880480194,12.50734711,11.11629028,12.38803329,13.08677216,9.883431244,12.03710556,10.88864746
"Y CUR LM35 to LM36, ventral width of antero-ventral lacrimal foramen (1)",-9.254107666,-9.343715668,-8.367705536,-3.490619659,-3.460297012,-3.06736412,-4.016436005,-6.824280548,-10.36991653,-8.542736816,-9.096134186,-2.981697273,-3.267757797,-9.608834076,-9.660864258,-4.891401291,-5.028956604,-4.493296051,-3.505973053,-5.175468826,-4.391267395,-4.235135651,-4.651124954,-4.321167374,-4.223268127,-4.091354752,-3.573703766,-3.771210861,-4.67264328,-9.32411499,-4.928171539,,-10.79999466,-11.36437912,-5.664678955,-9.471270752,-3.914899063,-3.831607437,-4.65778656,-3.974541473,,,-3.282956696,-3.737263489,,,-9.109101105,,,-7.898373413,-8.40406189,-7.832014465,-8.105116272,-8.215284729,-8.662800598,-13.77116394,-5.440797043,-8.973840332,-20.29833221,-4.546773529,-5.290394211,-5.08013382,-9.525318909,-11.19753876,-4.604182053,-5.687988663,-8.456090546,-5.977787399,-9.155986786,-5.166012955,-9.513935089,-18.55208435,-8.259529114,-5.478609467,-8.350149536,-8.900331116,-9.134379578,-9.500273895,-8.198147583,-5.89271431,-8.508702087,-5.309367752,-5.58813324,-5.488499069,-4.685144424,-9.653114319,-9.369190979,-8.987802124,-8.031226349,-9.556326294,-5.720217896,-9.104449463,-8.554553986,-8.394633484,-11.72051239,-5.646938324,-7.410058594,-8.307614136,-4.79837532,-5.960926437,-5.175376892,-5.530403137,-5.159525299,-5.285923767,-16.49729767,-9.134973907,-8.678772736,-14.42730713,-5.739707184,-5.299526978,-5.092301178,-6.463819885,-4.991146851,-9.421146393,-5.581366348,-15.51929474,-5.614883423,-8.037275696,-9.635765076,-9.33483429,-4.096784973,-12.72825546,-8.707138824,-7.879515076,-6.298795319,-5.10144577,-8.887667847,-5.204931259,-10.16648331,-8.766558075,-7.997967529,-4.800783157,-8.130923462,-9.626502228,-8.904163361,-8.148131561,-8.86025238,-13.38810577,-12.20502472,-9.195137024,-8.924765015,-5.369454575,-5.466912842,-11.51383362,-7.716300964,-5.794391251,-6.234827805,-5.935503769,-5.62640152,-5.0759655,-5.223600006,-9.18348465
"Z CUR LM35 to LM36, ventral width of antero-ventral lacrimal foramen (1)",-14.9842804,-15.90100861,-16.68290863,-21.53085022,-21.34353638,-22.03491516,-14.81212006,-15.65102386,-7.614224243,-12.09098206,-7.668826294,-21.10801086,-20.52836609,-6.628068542,-6.805230713,-21.17942047,-20.12624969,-21.39401398,-22.79301758,-21.94225006,-14.4852478,-17.84551849,-19.30316772,-19.98799896,-14.60478516,-15.11319427,-12.91720886,-20.18032379,-14.38482056,-7.628424072,-21.1171051,,-10.38934021,-19.5564621,-14.80365601,-7.351908112,-16.06466827,-20.4344101,-14.2582489,-15.24864044,,,-20.45910187,-19.81818542,,,-7.058808136,,,-17.52914581,-16.44892731,-16.49295959,-16.61387482,-16.46367035,-15.85775757,-18.15636444,-21.0693573,-14.51135712,-21.70944519,-22.08728638,-22.17767487,-21.72503052,-15.37883148,-20.74396667,-22.06640015,-21.187117,-16.49385681,-20.13909912,-15.33708649,-21.46483612,-15.01519928,-21.1045639,-14.85488739,-21.81715851,-16.68537903,-16.18773346,-16.05488739,-14.97062378,-16.25321808,-21.09290771,-15.02025146,-21.4974411,-20.71139374,-21.73204041,-22.69642334,-15.75953369,-15.48078918,-15.58541107,-16.73840637,-15.36483612,-21.49334106,-18.67815399,-15.86551819,-16.10208435,-21.07434082,-22.08127747,-17.56581726,-16.40419006,-22.60662994,-20.77934875,-21.76653442,-21.15717163,-22.4583313,-12.97220764,-10.19803391,-13.71386871,-15.95236053,-5.903242874,-22.90904236,-21.90735016,-22.46742096,-21.30493317,-21.97516937,-14.98916321,-20.59207764,-9.291999817,-21.53063202,-16.76316681,-17.06560211,-15.76896057,-14.40991058,-2.392186356,-16.03055115,-16.23374939,-20.05866852,-21.61145172,-15.59840393,-21.46595764,-15.24940491,-16.11006622,-16.58098602,-22.84023285,-15.67045898,-20.80550232,-14.83586426,-16.76267548,-16.64254303,-13.16552887,-19.18903351,-15.4471283,-15.18272247,-21.35084534,-21.13037567,-11.57029495,-17.63440857,-21.09193115,-20.88779449,-20.99781799,-20.99117584,-22.88319244,-22.27268829,-15.43725433
"X CUR LM36 to LM35, dorsal width of antero-ventral lacrimal foramen (1)",9.374269104,10.64854965,11.39333344,1.831012726,3.089595985,2.459537315,-7.000662994,-5.049194717,2.645463371,11.90469284,-0.429798222,2.463619041,3.16812706,3.481270981,1.593830872,4.404699707,3.229203796,3.471668243,4.054631424,3.116596031,-8.101074982,1.031485081,5.455766296,3.02482357,-5.642778397,-7.452445221,3.548663712,2.292564392,-5.343219757,0.530944586,3.915003967,,3.27075119,-4.895098495,-5.285837555,2.878210831,-6.452291107,3.704249954,-6.543074036,-5.286206818,,,4.036614609,2.09054718,,,4.014215469,,,7.89032135,8.86071167,9.554737091,10.29955978,10.05022507,9.711522675,-9.995862579,12.49017792,1.772262383,1.065929508,10.70598297,11.08937912,9.860340118,8.664579773,-9.759201813,12.51435852,11.0534523,12.06363983,11.83043289,10.16409073,10.86865997,8.664517975,-2.65139122,2.297737312,12.69207306,9.777658081,10.16565933,9.816649628,9.933625031,1.83978138,12.51824417,1.949066925,11.23016586,11.17175064,11.41862793,11.9622818,11.326091,12.52486115,12.57750015,1.405006695,9.756772614,12.97078247,10.38457565,10.96810074,1.432745361,-9.437562561,10.76521149,-0.745453739,10.64356918,12.92975159,11.91211548,11.49733963,10.55524063,10.98568954,5.036288834,-7.382474518,1.888456154,10.52233047,-9.768637085,10.90302124,12.12183456,12.25692596,10.51397781,11.88777542,9.99116745,13.30244751,-4.779912186,11.48504105,-0.236808228,11.27575607,9.199104309,7.699727631,-0.559358215,9.719780731,11.49283981,10.67551346,10.90838547,9.158597565,12.54517288,9.749525452,10.34985352,11.27062225,11.46625977,10.4215683,9.891423035,10.79217758,11.00621262,1.099337101,-7.409929657,-9.343432617,11.83507767,9.037210083,11.48112946,11.53480225,-11.97952118,1.84903965,12.38222656,11.01880493,12.39024658,13.08823242,9.851954651,11.96929626,10.88868179
