ID,JM157,JM156,JM155,JM15445,JM154,JM152,JM151,JM15026,JM15025,JM149,JM146,JM145,JM14452,JM14448,JM14417,JM14415,JM1420,JM134,JM11445,JM108,JM100,J7727,J5030,J3810,J3716,J20265,J17410,J17406,J17403,J17401,J17400,J16543,J16535,J16458,J16158,J15888,J15870,J13244,J11443,J11098,J10471,G41,G34,G27,G23,G13,EA2,CM967,CM966,CM952,CM933,CM862,CM861,CM860,CM675,CM674,CM6565,CM6540,CM6539,CM6523,CM3877,CM3795,CM3793,CM3792,JM1600,JM153,JM14447,J17407,J13235,CM3663,CM3662,CM3661,CM3660,CM3652,CM3651,CM3644,CM3643,CM3642,CM3543,CM3542,CM2991,CM2988,CM2980,CM2822,CM2794,CM2748,CM21,CM16495,CM15246,CM12786,CM12785,CM11764,CM10563,CM10562,CM10561,CG1,CDT8,BSW14,CM16483,JM188,CM3713,JM205,CM6541,JM2205,J17402,JM91,M10967,M29961,MRG4,JM213
"X LM46 L Postglenoid process, ventral",13.7815155,14.30356598,13.906604,1.095457458,0.806342411,-7.811624908,3.303582382,-0.067900258,0.014103465,14.80828705,-2.370445633,2.95136013,1.013818264,0.763868713,14.3394577,14.80846405,13.86268158,14.40667267,3.029045296,15.64542389,3.569366074,-0.749786806,-0.361778402,-1.524213696,-1.637177658,14.68868103,3.57621727,-1.802056122,12.87398834,13.42566986,1.219151688,13.99142609,15.57251892,-9.334687042,-2.828079605,12.50444107,14.25571747,13.68428955,2.72292881,15.59206848,-7.6724617,-0.47144227,-0.464818573,0.060247219,-0.180778301,-1.556797028,-2.243771744,11.41805344,11.18595352,-7.130175781,4.246724701,1.391870308,11.24622421,12.63625793,11.55195923,12.45726089,5.619989395,12.72398987,4.374410248,-7.209719086,3.990385818,2.260962105,-5.022853851,2.735381699,2.881643867,13.54941711,-0.968689346,-14.11145782,3.346689224,-11.07071533,5.025814819,11.6829895,-5.019707108,3.787340927,4.542125702,11.20811234,13.49262085,4.612591934,3.196467972,13.47644501,13.01085968,12.43963165,11.50817032,13.36941376,-8.302056885,-6.937055206,12.67270584,12.03438339,6.486167908,-7.571155548,5.149794006,3.583329391,11.35338516,11.4890625,10.84489822,1.205974197,-0.780884266,-2.464479828,-10.79331512,5.879836655,13.35738983,13.4556778,4.400693893,0.796493244,-0.446929836,13.89875946,-16.30707855,-7.243185425,-0.981334686,14.87524567
"Y LM46 L Postglenoid process, ventral",-9.383312225,-9.851184082,-8.993107605,-8.665370941,-11.37823334,-20.27774506,-12.56072693,-7.499138641,-10.12275848,-9.971354675,-8.954133606,-11.81483765,-8.74967804,-8.64161911,-9.401831055,-9.952047729,-9.547545624,-9.301699066,-11.64451599,-9.992119598,-11.68584061,-8.507266998,-8.281329346,-7.391001892,-7.282683563,-9.413555908,-11.52191162,-7.995085144,-9.130922699,-9.966773224,-9.054511261,-9.059885406,-8.352542877,-20.53111115,-8.490644073,-8.34668045,-9.304608917,-8.194631958,-12.40540085,-9.158184052,-21.10744171,-8.218776703,-8.181516266,-7.984208679,-7.978121948,-7.979566956,-7.118685913,-6.856921387,-5.950124741,-9.402321625,-1.542789841,-1.434486103,-5.430088425,-5.863866806,-6.156807709,-6.3546875,-1.321962261,-5.944775009,-1.152134609,-8.208444977,-2.416546822,-18.18252411,-6.06528511,-1.087232971,-12.85355835,-9.643769836,-9.203562164,-16.45952148,-24.95538788,-9.080297089,-1.695493126,-5.631850815,-4.644111252,-1.624951553,-1.79696312,-5.773844528,-6.577190399,-7.306811523,0.532362318,-6.26579895,-5.018716431,-6.267043304,-6.568774414,-6.921898651,-10.09809113,-9.278362274,-5.786894226,-5.195610046,-5.192312241,-10.18783035,-3.276753616,-1.200416088,-5.282983017,-5.880873489,-6.29109993,-8.250205231,-8.706349182,-7.827687073,-8.352001953,-18.18513947,-6.572661591,-9.676859283,-2.291588783,-8.739804077,-9.26782074,-9.95005188,-4.63514328,-1.770482635,-7.818651581,-9.150048065
"Z LM46 L Postglenoid process, ventral",-10.81421814,-10.33819733,-11.26400604,-12.32571106,-7.084381104,-13.13061829,-4.857615662,-13.16748657,-15.92959747,-10.29544983,-12.62342682,-5.961820602,-12.11264572,-12.07736206,-11.2138176,-10.33020554,-10.29387665,-11.25812836,-4.195201492,-9.428973389,-5.159737015,-12.31095963,-12.27966232,-14.18361359,-14.47077637,-9.896504974,-4.249816895,-11.81442566,-11.52269135,-9.714208221,-12.06326752,-10.61613922,-11.71019669,-12.59811249,-12.67367554,-12.4794693,-11.17605896,-12.57962418,-4.063848877,-10.84338379,-10.55387192,-12.63178482,-13.12378082,-13.21096344,-13.45669861,-12.96337585,-14.27725372,-13.82031555,-15.53291168,-4.703150177,-15.11437683,-15.57969055,-13.95865631,-13.53131561,-14.44600677,-13.69348907,-16.55964355,-13.18022766,-16.29814606,-5.159975052,-16.5093277,-14.94372864,-14.66755676,-16.13112488,-2.162075233,-11.48921051,-10.75168076,-19.48298035,-11.46485825,-5.068013382,-14.92668152,-13.69650574,-19.15509338,-14.59751129,-13.86869812,-14.00897064,-12.54323883,-9.331537628,-14.24718475,-15.83990173,-15.77346954,-14.22161865,-13.52711792,-13.48201294,-4.177802277,-4.671828842,-13.76217957,-14.94866791,-22.28660889,-3.928945541,-16.42189331,-15.4654068,-15.04243927,-14.78551941,-14.12782898,-12.98075867,-13.2951355,-12.61343994,-5.75547905,-12.13803024,-15.18374329,-11.34326019,-13.95227661,-12.22129288,-11.55783844,-9.926200104,-8.236785889,-12.12795715,-13.19942169,-11.61751328
"X LM45 R Postglenoid process, ventral",0.579854488,1.196592236,0.161193788,-1.734933472,-12.32247162,1.032878876,-10.26372604,-0.515233564,-0.699973488,1.289653206,-2.697238731,-10.13618164,-0.970121098,-1.019401741,0.800775242,1.099676704,1.705027771,1.567215919,-10.19611053,1.327778244,-9.952366638,-1.244143677,-2.429675293,-1.423411274,-1.628847504,0.978561211,-9.278581238,-2.706613731,0.461544943,0.986460972,-1.95700264,0.420411682,2.491235542,0.435503912,-3.253297424,0.740764284,0.772094488,1.465491867,-10.33103638,2.459512138,0.281783533,-1.605659676,-2.177443314,-1.190474796,-1.597890568,-2.976714706,-3.127141953,2.093798447,2.086530685,-7.662702179,4.948330688,2.292048264,3.02042408,3.07371521,2.444467354,2.700092697,5.956638336,3.943114471,4.388988876,-6.579639435,6.134662628,9.528567505,4.136843491,3.213663483,-11.01452026,0.398969889,-4.029660797,-11.84583969,-6.4979599,-11.28024445,5.467708588,2.694057465,-4.835520935,3.122294807,3.823204422,2.678149033,4.055588531,-4.826171112,5.424343109,4.636830902,4.016132736,2.935129738,2.276907921,3.137576485,-9.301084137,-6.608463287,3.316760254,2.915929222,-3.440162659,-9.485928345,5.919168472,4.427042389,2.562874794,2.277528,1.396467113,-0.7518785,-1.032933712,-2.480920792,-10.31321411,6.131268692,3.956480026,0.358686948,3.833607483,-2.436235428,-2.347244835,0.506211185,-4.14251442,5.387406921,-1.767863274,1.188773918
"Y LM45 R Postglenoid process, ventral",-10.19504471,-10.4492157,-9.063465118,-2.199589729,-11.6280098,-12.00562363,-12.6451767,-0.934271812,0.704024935,-10.49961243,-1.651721954,-12.34720612,-2.137458229,-1.900436211,-9.673067474,-11.00508575,-9.922263336,-10.22572403,-12.60236969,-11.00406952,-13.04531097,-1.627541161,-1.650252342,-0.348509717,-0.238908005,-9.968684387,-12.87950439,-1.522296619,-9.320824432,-10.55163803,-2.354020691,-10.24905167,-9.903914642,-13.17864075,-1.903270721,-8.882051849,-10.46689606,-9.064630127,-12.6776413,-10.56164932,-12.22736511,-1.382060623,-1.324011707,-1.364826775,-1.776979828,-0.901233578,-0.636042833,-11.80537338,-10.94025574,-2.048826218,-8.727740479,-7.877136993,-11.49389725,-11.66096802,-11.13010178,-11.42898178,-8.473088837,-11.9502739,-8.311229706,-1.996313477,-7.776987457,-7.880088043,-1.066880035,-7.63194809,-13.29823456,-10.43652496,-1.942677879,-7.10696106,-16.43890076,-1.547284794,-8.851062775,-11.44434738,-16.51426697,-8.84642334,-8.982996368,-10.82051239,-11.9355011,-14.5040802,-9.318387604,-8.684384918,-10.54656754,-11.56243515,-11.33753662,-11.95442505,-3.026804352,-2.544226265,-11.25603943,-10.31202927,-13.70817261,-3.636153412,-8.093997955,-7.905905151,-10.63175507,-10.7513092,-11.35803528,-1.140928745,-1.149292183,-0.741388178,-1.683820915,-6.105372238,-11.47187805,-10.17099533,-9.520323181,-2.158220863,-2.067124748,-10.20808487,-5.987360382,-3.249568939,-0.867639446,-9.776393127
"Z LM45 R Postglenoid process, ventral",-9.950410461,-9.280120087,-11.72244644,-22.96770935,-6.516810608,-8.179437256,-4.490120697,-23.9571991,-21.8593689,-9.748142242,-23.80352631,-5.802178574,-22.92252808,-23.17124023,-10.50574722,-8.748823547,-8.703866577,-9.694920349,-4.782897949,-8.358719635,-5.196115112,-22.74817505,-22.53108673,-25.10536041,-25.02702484,-9.203259277,-4.972510147,-22.60606689,-10.88833542,-9.280886078,-22.65294037,-9.310132599,-10.55514832,-6.618498993,-24.45560455,-11.12155457,-9.494110107,-10.87996521,-4.887179947,-9.380142975,-6.730688477,-22.66553955,-23.41667938,-23.87531586,-23.55572815,-23.50218811,-24.66842346,-6.447615051,-8.302276611,-15.38272705,-5.050364685,-5.742438889,-6.5703125,-6.957962036,-7.300478363,-6.499108887,-5.535917282,-6.087856293,-5.687556458,-15.18366241,-6.38745079,-14.09924164,-22.20884857,-6.143743896,-2.842698097,-10.15574493,-22.77574158,-28.47831726,-7.749466705,-16.6766861,-4.237064362,-6.021072769,-13.61595612,-3.951095963,-4.234035873,-6.966947174,-5.977275848,-9.562734222,-5.202381134,-5.580896378,-7.993248749,-5.999556732,-6.235157394,-6.281271362,-14.51005707,-15.44231262,-6.48010788,-6.938223267,-17.50105896,-14.48995209,-5.432643127,-5.330435944,-7.420648193,-7.949391174,-7.089046478,-23.02901917,-24.27440796,-23.92896576,-16.075354,-16.33946075,-5.853891373,-10.25677795,-3.545103836,-22.88991699,-22.28973694,-9.918759155,-7.478459167,-11.21055984,-23.84835358,-9.661431122
"X LM44 L Maximum concavity in the posterio-ventral side of zygomatic arch, in alisphenoid",12.67990417,13.03262024,12.9010376,2.556845093,-0.277334762,-8.063271332,2.399990273,1.678788948,1.621312714,13.91198883,-0.385611701,2.299738884,2.676476479,2.349212456,13.15868683,13.48886719,12.94541016,13.32909393,2.210372543,14.09259949,2.641045761,0.818587494,0.85314579,0.180128598,0.059923416,13.49333496,2.911444855,-0.317644024,12.37866135,12.67119446,2.619428635,12.89825287,14.54742737,-9.320058441,-1.013544559,11.66929169,13.04381256,12.81298065,2.031537056,14.15158539,-7.995034027,0.887669182,0.995978355,1.637788582,1.288674927,-0.05819146,-0.730070448,9.89934845,9.574154663,-5.331042099,2.817686462,-0.039309809,9.449221039,10.63237228,9.530817413,10.4517952,3.588579559,11.14277115,2.785621834,-5.674663544,2.67256813,1.298774338,-3.564311218,1.50696907,1.933361626,12.65918121,0.54137001,-12.43405685,2.139968491,-9.448162842,3.554239273,9.531135559,-3.960573196,2.214258575,3.056768036,9.83246994,12.03875351,4.076381683,1.809668159,11.39317551,11.31669083,10.873909,9.78420639,11.84763565,-6.912810516,-5.569491577,10.99301834,10.43164597,6.744755554,-6.300065231,3.903320313,2.138193893,9.676629639,9.885171509,9.336364746,2.663908768,0.977373791,-0.693535471,-9.165651703,4.250028229,11.54255753,12.444841,2.846426392,2.144210434,1.034852982,13.0437149,-15.7104248,-6.897871399,0.734512758,13.90207672
"Y LM44 L Maximum concavity in the posterio-ventral side of zygomatic arch, in alisphenoid",-9.275250244,-9.824089813,-8.873240662,-8.76579361,-11.5909668,-17.96747131,-12.00951843,-8.110059357,-9.606628418,-9.956855011,-9.076045227,-11.81637115,-9.09979248,-8.933914185,-8.960987091,-9.780399323,-9.691561127,-9.315065002,-12.06635742,-9.936496735,-11.77272034,-8.832700348,-8.792097473,-7.712824249,-7.609043884,-9.617840576,-11.51423798,-8.396794128,-8.905923462,-9.997943115,-8.929767609,-9.350196838,-8.334131622,-18.39958038,-8.757262421,-8.245950317,-9.483953857,-8.083985138,-12.41094742,-9.133791351,-19.2481308,-8.589898682,-8.351203156,-8.141678619,-8.08760376,-8.271205902,-7.428503418,-7.206343842,-6.338346481,-9.596665192,-2.8525774,-2.518141747,-5.806372833,-6.241100311,-6.512436676,-6.887593842,-2.45669899,-6.680702972,-2.238838577,-8.640350342,-3.639585876,-16.32740631,-7.066883087,-2.088515472,-13.19196777,-9.566082764,-9.39442215,-16.48979034,-23.9212326,-9.267100525,-2.993993378,-5.913420486,-4.585663986,-2.91457653,-2.890710449,-6.022663879,-6.984568787,-7.410302734,-1.064965343,-6.909480286,-5.507464981,-7.228794861,-7.393373871,-7.482284546,-10.19621735,-9.660453033,-6.187565613,-5.687535858,-5.67537117,-10.20569382,-4.391103745,-2.368696785,-5.718891144,-6.106361771,-6.715814209,-8.438214874,-8.97744751,-8.44437027,-8.660072327,-17.16664429,-6.644567871,-9.279598236,-3.383561707,-8.787510681,-9.385186005,-9.829164124,-6.140342712,-3.528416061,-8.148194885,-9.318091583
"Z LM44 L Maximum concavity in the posterio-ventral side of zygomatic arch, in alisphenoid",-12.68459549,-12.18482895,-13.37601624,-13.79395752,-9.00418396,-13.70256195,-6.834352875,-14.50713654,-17.06704102,-12.13225555,-13.87042694,-8.101072693,-13.44244537,-13.3964859,-13.48960419,-12.1562851,-12.09772034,-13.05825195,-6.223849487,-11.38817749,-6.969981384,-13.62471008,-13.40582428,-15.34887848,-15.88183746,-11.96147003,-6.049855042,-12.99900208,-13.26729431,-11.53966522,-13.67647247,-12.42537613,-13.36893616,-13.36007843,-14.26648102,-14.11004028,-12.92069244,-14.08682404,-6.004312515,-12.73158188,-11.40519257,-13.88857422,-14.5593277,-14.67369385,-14.67281647,-14.44883575,-15.64983978,-14.76705933,-16.66699677,-6.130432892,-14.94171753,-15.5625,-14.96209564,-14.88961334,-15.35380554,-14.75037689,-16.26055603,-14.16364288,-16.05586548,-6.409487152,-16.07069702,-15.11761475,-14.46604462,-16.19563293,-4.125526047,-12.84400635,-12.54261398,-20.71867676,-13.09946442,-6.429743958,-14.712677,-14.84104309,-17.54187775,-14.80973358,-14.30364532,-15.17361908,-13.67309265,-11.1515831,-14.2136322,-16.59811707,-16.6656662,-15.05570679,-14.22548828,-14.55113525,-5.214475632,-5.62245636,-14.7884613,-15.67908173,-19.77922974,-5.454210663,-16.30348053,-15.30219879,-16.14889374,-15.90934906,-15.1533432,-14.35028229,-14.23213959,-13.54211731,-6.490921021,-11.5435318,-15.40510559,-13.12733459,-13.95995636,-13.57532806,-13.00884857,-11.76288223,-7.538897705,-11.65467224,-14.53621063,-13.35443573
"X LM43 R Maximum concavity in the posterio-ventral side of zygomatic arch, in alisphenoid",1.414617443,1.981696701,1.630709648,0.351808023,-11.23179092,-0.653920317,-9.243741608,1.143381691,0.981685638,2.594994354,-0.794045734,-9.226254272,0.95616045,1.026563358,1.872646523,1.890211678,2.082914543,2.142962456,-9.164811707,2.471662521,-8.672201538,0.553127861,-0.837323284,0.361138225,0.115090466,2.315842819,-8.371252441,-0.964823055,1.043066502,1.857694817,0.04515788,1.409316254,3.350681305,-0.772707939,-1.327889633,1.1207407,1.833933067,2.074605751,-9.091287231,3.638466263,-1.354743576,-0.076476282,-0.532558823,0.579226255,0.139607286,-1.459524918,-1.762862206,1.661042976,1.654036331,-5.758718109,3.325313568,0.6697474,2.352772522,2.546374702,1.993096733,2.302306747,3.966936874,3.429678345,2.882336426,-5.459085464,4.453314972,7.314736938,4.745759583,1.710164261,-9.585452271,1.146178627,-1.725196075,-10.44872208,-6.307874298,-9.724371338,3.678488541,2.19371891,-3.880183792,1.681536293,2.344384766,1.987433052,3.595487213,-4.499580383,3.774597931,3.818790817,3.420030975,2.491877556,1.997125053,2.838214874,-7.752676392,-5.132482147,3.022212982,2.454000854,-1.967508125,-7.882505798,4.578142166,2.8410923,1.939649773,1.808622551,0.717109919,0.504475069,0.495957279,-0.560349178,-8.857536316,4.486462784,3.452555084,1.223602676,2.30120945,-0.733092737,-0.995686531,1.479323387,-5.095074081,4.292616653,-0.00287835,2.014698219
"Y LM43 R Maximum concavity in the posterio-ventral side of zygomatic arch, in alisphenoid",-9.819741821,-10.11128235,-8.942549896,-3.160948181,-11.55944519,-10.88030777,-12.47021866,-2.083678627,-0.379991889,-10.1154541,-2.809009171,-12.15437164,-3.312727737,-3.098270607,-9.403292847,-10.66282196,-10.06857758,-10.14220047,-12.52501373,-10.81318512,-12.94412537,-2.713403511,-2.799304199,-1.716283989,-1.664063454,-9.962382507,-12.71626358,-2.62580719,-9.006148529,-10.34153595,-3.509989548,-10.20947189,-9.610601044,-12.0382309,-3.188485909,-8.732776642,-10.30707169,-8.88072052,-12.59523697,-10.01464233,-11.63309479,-2.529755783,-2.594086456,-2.53750782,-2.73973465,-1.998970222,-1.701126099,-11.3387001,-10.84930115,-3.310824585,-9.026171875,-8.259666443,-11.12751694,-11.17122116,-10.74284973,-11.20962677,-8.77927475,-11.74801025,-8.491934967,-3.138870049,-8.263991547,-7.638365173,-2.671140289,-7.967667389,-13.30003204,-9.98117981,-3.281459808,-8.592279053,-16.89321289,-2.742575645,-9.281067657,-11.44962845,-15.08158875,-9.16590271,-9.472531891,-10.70679016,-11.68983002,-13.90817413,-9.59488678,-8.996305084,-10.27488251,-11.54899292,-11.28138733,-11.71832504,-3.834481049,-3.512719345,-10.98703461,-10.02107925,-13.03315735,-4.726527023,-8.781317139,-8.369750977,-10.57780304,-10.59273834,-11.26756897,-1.858000374,-2.099806023,-2.248838997,-2.695457268,-6.411600494,-11.69019547,-9.859436798,-9.876113892,-2.780273247,-2.979111099,-10.03962631,-7.335125732,-4.963306046,-1.889892578,-10.04655991
"Z LM43 R Maximum concavity in the posterio-ventral side of zygomatic arch, in alisphenoid",-12.07649384,-11.37174606,-14.03836212,-22.90910034,-8.69947052,-9.171752167,-6.771353912,-23.71020966,-22.21986389,-12.04148788,-23.70123596,-7.673815918,-22.94718475,-23.03243713,-12.92669678,-10.98510818,-10.73888855,-11.85000839,-6.741565704,-10.55820694,-7.231507874,-22.70769348,-22.64033813,-24.84247742,-24.75773468,-11.66406555,-6.954597473,-22.55246887,-12.79723434,-11.43028107,-22.74894104,-11.43507004,-12.41986389,-8.041295624,-23.90396118,-12.87094574,-11.73173218,-12.79280167,-6.922080231,-11.76442947,-8.291335297,-22.72505341,-23.45906067,-23.75461426,-23.30552673,-23.49631653,-24.80984802,-8.431166077,-10.15018539,-15.27859802,-6.341889191,-6.595101166,-8.265403748,-9.05916748,-9.656221008,-8.86493454,-6.589054108,-8.202405548,-6.912361145,-15.07584534,-7.069974518,-14.53367462,-21.27226563,-7.022304535,-4.830379486,-11.92969971,-22.69996796,-28.39942932,-9.906191254,-16.19316864,-5.451745224,-8.203610229,-12.60454178,-5.297714996,-5.329846573,-8.664650726,-7.777181244,-11.41745529,-6.433463287,-7.622987366,-10.01551819,-8.201209259,-8.263406372,-8.354555511,-14.47602692,-15.1937851,-8.357456207,-8.707025909,-15.72703247,-14.48609924,-6.219416809,-6.275978088,-9.604534149,-9.789380646,-8.880506134,-23.31515961,-24.37662048,-23.96221008,-15.98199921,-15.03360901,-7.885041809,-12.25489731,-4.42132988,-23.21762085,-22.49187775,-11.5239769,-6.862966919,-10.44853592,-23.89443817,-11.76647034
X LM42 L Most lateral point in the jugular-maxillary suture,11.85315552,12.54085541,13.07325745,9.230187988,-0.107431638,-7.159187317,1.698250961,9.268164825,8.794586182,13.41972809,8.245810699,1.871367264,10.9686615,11.21630096,12.39082642,12.24561539,11.84993896,11.88624954,2.11278286,13.18983612,2.124302673,8.522485352,8.56384201,9.197319794,8.361308289,12.90590973,2.31085968,7.463687134,11.55363998,12.15985184,10.91497269,11.6083519,12.94354858,-7.490337372,7.19296875,10.5343605,11.61286774,11.12700806,1.974436569,12.9390152,-7.755371857,8.628797913,8.59561615,9.071695709,7.864797211,7.806417847,6.555502319,4.678285217,4.512345505,1.789800835,-4.068638992,-6.838298798,3.702846527,5.373733139,4.407723618,5.092142105,-2.900635529,5.24402771,-4.891266251,1.375587463,-4.142848587,-2.736239433,1.888844109,-5.056150055,2.074128151,11.15123749,10.37807465,-4.021162415,3.356370544,-1.488854408,-3.689043808,4.302478027,3.049265671,-5.622500229,-3.603885651,4.717760849,6.955821228,0.663526678,-6.840590668,5.720775986,4.901103973,4.968980789,4.379685974,5.95982132,-9.53656E-05,2.011208534,5.713269043,4.326976776,12.39005051,1.36508894,-3.653304672,-5.552698517,4.08680687,4.46170311,2.887267876,9.810240936,9.301593781,8.38373642,-2.373021507,-3.881315231,5.042071533,11.40567322,-4.730174637,9.834370422,9.004181671,12.75966568,-16.39873352,-8.233760834,8.740677643,12.08792953
Y LM42 L Most lateral point in the jugular-maxillary suture,-3.547660828,-4.501201248,-3.190745354,-6.790434265,-6.255412674,-14.27104492,-6.710169983,-6.590901184,-8.412727356,-3.900641632,-7.415451813,-6.741954803,-7.08128891,-7.322541046,-3.193181801,-3.747541046,-4.264429092,-3.678422165,-7.137213135,-3.678981781,-6.675547028,-7.752244568,-6.876068115,-6.707163239,-6.881360626,-3.584114838,-6.787135315,-7.127106476,-3.95330925,-4.58505249,-6.460205078,-3.646003342,-2.987592888,-13.92072144,-7.131329346,-3.787542725,-3.693146515,-3.269433975,-7.529743958,-3.76450119,-15.70524292,-6.744103241,-6.449965668,-6.235569,-6.379527664,-6.680532074,-6.006113815,-3.75966835,-2.278388405,-7.571020508,-2.150429916,-1.907200813,-2.29670639,-1.919303894,-2.714910126,-2.55844326,-1.505613041,-2.226461792,-1.60351181,-7.628331757,-3.3656353,-12.83214569,-8.185397339,-1.483021259,-7.518584442,-3.948003006,-7.229836273,-16.86921692,-19.38031616,-7.714924622,-2.428991699,-2.325876617,-4.333572006,-1.74069519,-1.910619736,-2.841909218,-3.300550461,-3.650535202,-1.841345596,-3.105295563,-1.351708698,-2.699228287,-3.290781784,-3.153920555,-8.077323151,-7.772497559,-1.875512123,-1.574143505,-9.54669342,-8.426776886,-4.314507294,-1.834314728,-1.349827003,-2.077393723,-1.844923592,-6.875257874,-7.30838089,-6.957342529,-7.216184998,-16.68211365,-3.151801872,-3.806737137,-2.590549088,-6.522021484,-7.547689056,-4.001359558,-9.867897034,-7.91284256,-6.880052948,-2.793465233
Z LM42 L Most lateral point in the jugular-maxillary suture,-19.18311157,-18.04319458,-20.13742218,-14.54766388,-14.79788208,-21.04157867,-13.44072113,-14.07273865,-16.25918427,-18.82174988,-13.46298676,-14.15431671,-13.62841644,-13.36072693,-20.37580109,-19.07559662,-18.18137207,-19.27436218,-12.42666245,-19.06526031,-13.61110382,-13.21223297,-14.32766876,-14.82788086,-14.8052597,-19.71966858,-12.1080368,-13.31766205,-19.23170776,-17.41842194,-14.6843811,-18.90604095,-19.84003448,-21.20263672,-13.5028595,-19.35664215,-19.55605164,-19.52894287,-11.71378708,-18.73017883,-18.4184021,-14.26691589,-14.71582642,-14.89388123,-14.72510223,-14.7138031,-15.89662781,-18.04488831,-19.58314667,-5.089309311,-13.78375549,-14.29901123,-17.75375519,-18.4170105,-18.91995544,-18.43525696,-14.65276642,-18.26160889,-15.12591705,-5.575472641,-14.29439545,-20.6477417,-9.904692078,-14.87601776,-11.24335327,-19.72323608,-13.77870789,-19.09680481,-19.73718872,-5.722824478,-13.46958923,-17.81983948,-15.71763153,-14.24990997,-13.5449585,-17.92340698,-17.25848541,-14.94007568,-12.93726044,-20.41746826,-21.12715149,-19.57383575,-18.33193817,-19.14460449,-5.046816254,-5.086971664,-18.79291687,-19.12767334,-14.83451233,-5.885118866,-15.02024994,-13.87819824,-19.99193878,-19.39769135,-19.49450378,-14.70020599,-14.31776581,-13.12439728,-6.036660004,-11.78261108,-19.29050293,-19.17477112,-13.36075745,-14.74353943,-13.38558197,-18.62183075,-1.453482342,-4.427986908,-14.0573822,-20.06689606
X LM41 R Most lateral point in the jugular-maxillary suture,0.710906744,1.261489868,1.677897263,7.112469482,-11.28100967,0.191606247,-9.615655518,8.820471191,8.397068787,2.091891098,7.707575989,-9.127160645,9.081437683,9.827889252,0.892925549,0.487490034,1.508500767,1.312294388,-9.060624695,0.969145393,-9.193508148,8.088007355,6.786482239,9.197693634,8.808140564,1.279948997,-8.287371826,7.24223175,1.189198112,1.252119827,8.12456131,0.509313345,2.546271515,0.732491159,6.614216614,0.724648571,0.277224064,1.507826996,-8.655283356,2.101849174,-1.377127171,7.389646912,6.986952209,8.379045868,6.929455566,6.446359253,5.923879623,-2.847462082,-3.037343788,1.196968842,-3.32969017,-6.049689102,-3.137590218,-2.731952095,-2.78086338,-2.784741783,-2.660398102,-2.555297661,-4.617708588,1.438187313,-2.004997826,3.40749855,9.230332184,-5.210877609,-9.485559845,0.261044884,8.111910248,-1.825876045,-4.838145828,-1.637799835,-3.350146866,-3.227550888,3.232932281,-6.157911682,-4.266245651,-2.554927063,-0.756138945,-7.125219727,-4.721289825,-2.05609684,-2.51660614,-3.625074005,-2.665956306,-2.553048897,-0.309911847,2.263593674,-2.867586327,-2.957678795,3.706415939,-0.42720046,-2.523828888,-4.912489319,-4.130443573,-3.143608665,-5.080486298,8.220324707,8.975322723,8.492490387,-2.136917877,-3.741995239,-2.351836777,0.789939642,-5.465802383,7.442888641,7.608351135,1.478394413,-6.209915543,2.872447968,8.244586182,0.714852047
Y LM41 R Most lateral point in the jugular-maxillary suture,-4.130032349,-4.869417953,-2.97854805,-1.272764587,-5.628998947,-7.036946106,-7.200901031,-0.762563515,0.826366234,-4.218867111,-1.202273941,-6.839214325,-1.188658333,-1.208637333,-4.048965836,-4.693722534,-4.634020996,-4.73069725,-7.442207336,-4.88427887,-7.729316711,-1.717716026,-1.44208107,-0.657867193,-0.633730173,-4.174046326,-7.868798065,-1.767564011,-4.01121788,-4.91628685,-1.049028873,-4.449036789,-4.054904175,-7.973819733,-1.450456429,-4.214577484,-4.684141159,-3.957620239,-7.640229797,-5.045074463,-8.525389862,-1.38691597,-0.839437866,-0.935235405,-1.065600491,-0.886995983,-0.738790512,-7.447344971,-6.209688187,-1.291878986,-8.136812592,-7.25749054,-7.406809998,-6.831754303,-6.492892456,-7.02673111,-7.201933289,-7.385611725,-7.48914032,-2.028423309,-7.726055908,-4.629718018,-4.267824936,-6.756716919,-7.846071625,-4.425315094,-1.048208523,-9.096589661,-12.47928162,-1.23817873,-8.42646637,-7.488491058,-14.00480194,-7.919374084,-7.93506546,-6.871058655,-7.696730804,-9.885778809,-10.48302765,-5.11555748,-6.61184845,-6.752412415,-7.581898499,-7.333641815,-2.38030262,-2.395283318,-6.514012146,-5.797471619,-16.60399628,-3.310591507,-8.074801636,-7.35304718,-6.122700882,-6.261248779,-6.221902847,-0.737066078,-1.348084736,-0.999593258,-1.760641098,-6.176633072,-7.004685211,-4.463595581,-8.303599548,-0.854698467,-1.524350166,-4.069305038,-10.94276886,-9.224505615,-0.681122065,-3.802319717
